school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
Associated Beth Rivkah Schools,17686.0,9700.0,,9700.0,,-20734.0,,Private_nonprofit
Bank Street College of Education,,,,,,,,Private_nonprofit
Bard College,46543.0,63612.0,19000.0,63612.0,-0.5670156574231278,8123.0,10.17013418687677,Private_nonprofit
Barnard College,80516.0,66246.0,15750.0,66246.0,-0.02234097153035655,42096.0,1.9478335233751425,Private_nonprofit
Berk Trade and Business School,49748.0,,6200.0,,,11328.0,,Private_forprofit
Berkeley College-New York,45884.0,28600.0,19000.0,28600.0,-0.06,7464.0,6.377277599142551,Private_forprofit
Berkowits School of Electrolysis,,,6333.0,,,,,Private_forprofit
Beth Hamedrash Shaarei Yosher Institute,,12000.0,,12000.0,,,,Private_nonprofit
Mount Sinai Phillips School of Nursing,96980.0,,18750.0,,,58560.0,,Private_nonprofit
Brittany Beauty Academy,17992.0,,6333.0,,,-20428.0,,Private_forprofit
Boricua College,35348.0,12525.0,6347.0,12525.0,1.3154491017964072,-3072.0,,Private_nonprofit
Brittany Beauty Academy,18753.0,,6333.0,,,-19667.0,,Private_forprofit
American Beauty School,21111.0,,3169.0,,,-17309.0,,Private_forprofit
Brooklyn Law School,,,,,,,,Private_nonprofit
SUNY Broome Community College,39710.0,7470.0,7727.0,7470.0,3.281526104417671,1290.0,11.78062015503876,Public
Bryant & Stratton College-Syracuse North,32568.0,19310.0,9500.0,19310.0,0.19461418953909893,-5852.0,,Private_nonprofit
Bryant & Stratton College-Buffalo,32568.0,19126.0,9500.0,19126.0,0.20610687022900764,-5852.0,,Private_nonprofit
Bryant & Stratton College-Greece,32568.0,19593.0,9500.0,19593.0,0.17735926096054713,-5852.0,,Private_nonprofit
Canisius University,60681.0,32720.0,19000.0,32720.0,0.27386919315403424,22261.0,2.323345761645928,Private_nonprofit
Capri Cosmetology Learning Centers,30190.0,,5826.0,,,-8230.0,,Private_forprofit
St Paul's School of Nursing-Queens,104403.0,17556.0,20000.0,17556.0,3.8076441102756893,65983.0,0.5691769092038859,Private_forprofit
Cayuga County Community College,38709.0,6462.0,6462.0,6462.0,3.9902506963788302,289.0,44.719723183391004,Public
Central Yeshiva Tomchei Tmimim Lubavitz,35023.0,8400.0,,8400.0,,-3397.0,,Private_nonprofit
Christine Valmy International School for Esthetics Skin Care & Makeup,,,5477.0,,,,,Private_forprofit
Circle in the Square Theatre School,39899.0,24085.0,20000.0,24085.0,-0.17380112102968653,1479.0,29.807302231237323,Private_nonprofit
Clarkson University,89696.0,57950.0,21714.0,57950.0,0.17311475409836066,51276.0,1.5536313284967627,Private_nonprofit
Clinton Community College,39246.0,6831.0,8125.0,6831.0,3.555848338457034,826.0,18.106537530266344,Public
Cochran School of Nursing,99503.0,,17796.0,,,61083.0,,Private_nonprofit
Colgate Rochester Crozer Divinity School,,,,,,,,Private_nonprofit
Colgate University,85139.0,67024.0,13000.0,67024.0,0.07631594652661733,46719.0,1.7128791284060019,Private_nonprofit
Metropolitan College of New York,46236.0,20188.0,20000.0,20188.0,0.29958391123439665,7816.0,5.141760491299897,Private_nonprofit
Columbia University in the City of New York,102491.0,69045.0,18750.0,69045.0,0.21284669418495183,64071.0,1.3702767242590252,Private_nonprofit
Columbia-Greene Community College,44441.0,5904.0,9000.0,5904.0,5.002879403794038,6021.0,2.475336322869955,Public
Empire Beauty School-Queens,24397.0,,6756.0,,,-14023.0,,Private_forprofit
Continental School of Beauty Culture-Rochester,23906.0,,6333.0,,,-14514.0,,Private_forprofit
The Cooper Union for the Advancement of Science and Art,83847.0,46820.0,12375.0,46820.0,0.526527125160188,45427.0,1.3030796662777644,Private_nonprofit
Cornell University,104043.0,66014.0,13000.0,66014.0,0.37914684763837975,65623.0,1.2040595522911175,Private_nonprofit
Weill Medical College of Cornell University,104043.0,,13000.0,,,65623.0,,Private_nonprofit
SUNY Corning Community College,38817.0,5966.0,8750.0,5966.0,4.039725108950721,397.0,37.068010075566754,Public
Pomeroy College of Nursing at Crouse Hospital,83972.0,19228.0,12000.0,19228.0,2.7430830039525693,45552.0,0.6855461889708465,Private_nonprofit
Culinary Institute of America,47475.0,38410.0,12000.0,38410.0,-0.07641239260609216,9055.0,5.567090005521811,Private_nonprofit
CUNY Bernard M Baruch College,75971.0,7464.0,10000.0,7464.0,7.838558413719185,37551.0,0.46507416580117705,Public
CUNY Borough of Manhattan Community College,42306.0,5170.0,5550.0,5170.0,6.1094777562862665,3886.0,2.7586206896551726,Public
CUNY Bronx Community College,41307.0,5206.0,6430.0,5206.0,5.699385324625432,2887.0,4.030481468652581,Public
CUNY Brooklyn College,60752.0,7452.0,9218.0,7452.0,5.915458937198068,22332.0,0.746462475371664,Public
College of Staten Island CUNY,53501.0,7490.0,8846.0,7490.0,4.961949265687584,15081.0,1.0832172932829387,Public
CUNY City College,66039.0,7340.0,9775.0,7340.0,6.665395095367847,27619.0,0.6196821029001774,Public
CUNY Graduate School and University Center,65991.0,7410.0,9800.0,7410.0,6.583130904183536,27571.0,0.6242065938848791,Public
CUNY Hostos Community College,40485.0,5208.0,6000.0,5208.0,5.621543778801843,2065.0,5.427602905569008,Public
CUNY Hunter College,63163.0,7382.0,8812.0,7382.0,6.362638851259821,24743.0,0.6544881380592491,Public
CUNY John Jay College of Criminal Justice,56195.0,7470.0,9250.0,7470.0,5.284471218206158,17775.0,0.940646976090014,Public
CUNY Kingsborough Community College,42621.0,5252.0,5500.0,5252.0,6.0679741051028175,4201.0,2.5593906212806474,Public
CUNY LaGuardia Community College,41653.0,5218.0,5217.0,5218.0,5.982752012265236,3233.0,3.2276523352922983,Public
CUNY Lehman College,58013.0,7410.0,8500.0,7410.0,5.681916329284751,19593.0,0.8120247026999439,Public
CUNY Medgar Evers College,46498.0,7352.0,7400.0,7352.0,4.318008705114255,8078.0,1.826194602624412,Public
CUNY New York City College of Technology,49365.0,7332.0,7000.0,7332.0,4.778096017457719,10945.0,1.3094563727729558,Public
CUNY Queens College,62763.0,7538.0,8580.0,7538.0,6.1879808967895995,24343.0,0.6621205274616933,Public
CUNY Queensborough Community College,44214.0,5210.0,5500.0,5210.0,6.430710172744722,5794.0,1.8484639282015878,Public
CUNY School of Law,,,,,,,,Public
CUNY York College,56945.0,7358.0,7500.0,7358.0,5.7198967110627885,18525.0,0.8020512820512821,Public
CVPH Medical Center School of Radiologic Technology,,,,,,,,Private_nonprofit
D'Youville  University,66942.0,33560.0,19750.0,33560.0,0.4061978545887962,28522.0,1.8690835144800504,Private_nonprofit
Daemen University,61808.0,33724.0,15041.0,33724.0,0.38675720555094295,23388.0,2.0850436121087736,Private_nonprofit
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,,11150.0,,11150.0,,,,Private_nonprofit
Dominican University New York,61171.0,33060.0,18250.0,33060.0,0.2982758620689655,22751.0,2.255285481956837,Private_nonprofit
Dutchess Community College,43929.0,5346.0,5500.0,5346.0,6.188365132809578,5509.0,1.968778362679252,Public
Belanger School of Nursing,79677.0,11928.0,11750.0,11928.0,4.694751844399732,41257.0,0.5739147296216399,Private_nonprofit
Elmira College,57550.0,37932.0,20230.0,37932.0,-0.016134134767478645,19130.0,3.0403554626241505,Private_nonprofit
Erie Community College,41228.0,6100.0,5500.0,6100.0,4.857049180327869,2808.0,4.131054131054131,Public
Fashion Institute of Technology,62696.0,6170.0,12000.0,6170.0,7.216531604538088,24276.0,0.7484758609326083,Public
Finger Lakes Community College,40054.0,6138.0,8250.0,6138.0,4.181492342782666,1634.0,8.805385556915544,Public
Five Towns College,35887.0,29950.0,12750.0,29950.0,-0.22747913188647748,-2533.0,,Private_forprofit
Fordham University,85569.0,61992.0,20500.0,61992.0,0.04963543683055878,47149.0,1.7496023245455896,Private_nonprofit
Fulton-Montgomery Community College,39535.0,6054.0,8500.0,6054.0,4.126362735381566,1115.0,13.052914798206277,Public
Gemological Institute of America-New York,42588.0,,8233.0,,,4168.0,,Private_nonprofit
Genesee Community College,39674.0,5800.0,6549.0,5800.0,4.711206896551724,1254.0,9.847687400318978,Public
Hamilton College,78411.0,65740.0,15015.0,65740.0,-0.03565561302099179,39991.0,2.019329349103548,Private_nonprofit
Hartwick College,61107.0,52849.0,17500.0,52849.0,-0.17487558894208027,22687.0,3.1008507074536076,Private_nonprofit
Helene Fuld College of Nursing,111027.0,24648.0,14292.0,24648.0,2.924659201557936,72607.0,0.5363119258473701,Private_nonprofit
Herkimer County Community College,39199.0,5776.0,6500.0,5776.0,4.661184210526316,779.0,15.758664955070603,Public
Hilbert College,48309.0,32150.0,15000.0,32150.0,0.036049766718507,9889.0,4.767923955910608,Private_nonprofit
Hobart William Smith Colleges,68831.0,63268.0,24250.0,63268.0,-0.29536258456091546,30411.0,2.877840255170826,Private_nonprofit
Hofstra University,69039.0,55450.0,18518.0,55450.0,-0.08889089269612263,30619.0,2.4157549234135667,Private_nonprofit
Houghton University,46721.0,17290.0,20313.0,17290.0,0.5273568536726432,8301.0,4.52993615227081,Private_nonprofit
Hudson Valley Community College,45460.0,6694.0,5713.0,6694.0,4.937705407827906,7040.0,1.7623579545454546,Public
Hunter Business School,36312.0,,6333.0,,,-2108.0,,Private_forprofit
Iona University,73595.0,45880.0,19500.0,45880.0,0.17905405405405406,35175.0,1.8587064676616916,Private_nonprofit
Isabella Graham Hart School of Practical Nursing,48143.0,,,,,9723.0,,Private_nonprofit
Island Drafting and Technical Institute,62379.0,19200.0,12000.0,19200.0,1.62390625,23959.0,1.3022246337493217,Private_forprofit
Ithaca College,63548.0,50510.0,19500.0,50510.0,-0.12793506236388835,25128.0,2.786134988857052,Private_nonprofit
Jamestown Community College,38242.0,6600.0,6037.0,6600.0,3.8795454545454544,-178.0,,Public
Jamestown Business College,34976.0,12945.0,10873.0,12945.0,0.8619544225569719,-3444.0,,Private_forprofit
Jefferson Community College,39991.0,6048.0,7685.0,6048.0,4.341600529100529,1571.0,8.741565881604075,Public
Jewish Theological Seminary of America,92751.0,65545.0,14976.0,65545.0,0.18658936608436952,54331.0,1.4820452412066776,Private_nonprofit
The Juilliard School,37827.0,56550.0,25000.0,56550.0,-0.7731741821396994,-593.0,,Private_nonprofit
Kehilath Yakov Rabbinical Seminary,36442.0,12800.0,,12800.0,,-1978.0,,Private_nonprofit
Keuka College,58289.0,38000.0,21418.0,38000.0,-0.029710526315789472,19869.0,2.990487694398309,Private_nonprofit
LIM College,58956.0,31950.0,17500.0,31950.0,0.29752738654147104,20536.0,2.407966497857421,Private_forprofit
Le Moyne College,62731.0,38970.0,18435.0,38970.0,0.13666923274313575,24311.0,2.361276788285138,Private_nonprofit
Long Island University,59950.0,41642.0,19500.0,41642.0,-0.028624945968013064,21530.0,2.8398513701811425,Private_nonprofit
Long Island Beauty School-Hempstead,17378.0,,6333.0,,,-21042.0,,Private_forprofit
Long Island Business Institute,23438.0,12000.0,10000.0,12000.0,0.11983333333333333,-14982.0,,Private_forprofit
Machzikei Hadath Rabbinical College,41527.0,13500.0,,13500.0,,3107.0,,Private_nonprofit
Mandl School-The College of Allied Health,39108.0,21200.0,12000.0,21200.0,0.27867924528301885,688.0,48.25581395348837,Private_forprofit
Manhattan College,86316.0,50850.0,21500.0,50850.0,0.27465093411996067,47896.0,1.510564556539168,Private_nonprofit
Manhattan School of Music,26878.0,54600.0,25125.0,54600.0,-0.9678937728937729,-11542.0,,Private_nonprofit
Manhattanville College,58832.0,42950.0,20090.0,42950.0,-0.0979743888242142,20412.0,3.088379384675681,Private_nonprofit
Maria College of Albany,55458.0,17680.0,14708.0,17680.0,1.3048642533936652,17038.0,1.9009273388895411,Private_nonprofit
Marion S Whelan School of Nursing of Geneva General Hospital,70771.0,11020.0,14751.0,11020.0,4.083484573502722,32351.0,0.7966059781768724,Private_nonprofit
Marist College,77819.0,46140.0,21500.0,46140.0,0.2206111833550065,39399.0,1.7167948425086932,Private_nonprofit
Marymount Manhattan College,49131.0,40260.0,19250.0,40260.0,-0.257799304520616,10711.0,5.55597049761927,Private_nonprofit
St. Peter's Hospital College of Nursing,62588.0,14756.0,13322.0,14756.0,2.338709677419355,24168.0,1.1617841774246938,Private_nonprofit
Memorial Hospital School of Radiation Therapy Technology,,,,,,,,Private_nonprofit
Mercy University,52055.0,22106.0,15000.0,22106.0,0.6762417443228083,13635.0,2.7213788045471214,Private_nonprofit
Mesivta Torah Vodaath Rabbinical Seminary,,13950.0,,13950.0,,,,Private_nonprofit
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,,10100.0,,10100.0,,,,Private_nonprofit
Mesivtha Tifereth Jerusalem of America,,13560.0,,13560.0,,,,Private_nonprofit
Mildred Elley School-Albany Campus,38830.0,15865.0,12000.0,15865.0,0.6911440277340056,410.0,67.96341463414635,Private_forprofit
Mirrer Yeshiva Cent Institute,41192.0,12500.0,,12500.0,,2772.0,,Private_nonprofit
Modern Welding School,48703.0,,5500.0,,,10283.0,,Private_forprofit
Mohawk Valley Community College,39850.0,6114.0,7467.0,6114.0,4.296532548249918,1430.0,9.497202797202798,Public
Molloy College,77789.0,37840.0,24250.0,37840.0,0.4148784355179704,39369.0,1.5771292133404455,Private_nonprofit
Monroe College,41236.0,17922.0,12672.0,17922.0,0.5937953353420378,2816.0,10.864346590909092,Private_forprofit
Monroe Community College,40174.0,5856.0,6500.0,5856.0,4.750341530054645,1754.0,7.044469783352337,Public
Mount Saint Mary College,67705.0,41370.0,22250.0,41370.0,0.09874305051970027,29285.0,2.1724432303226906,Private_nonprofit
Montefiore School of Nursing,,,20000.0,,,,,Private_nonprofit
University of Mount Saint Vincent,65756.0,42740.0,18500.0,42740.0,0.10566214319138979,27336.0,2.2402692420251684,Private_nonprofit
Icahn School of Medicine at Mount Sinai,,,,,,,,Private_nonprofit
Nassau Community College,48248.0,6330.0,6000.0,6330.0,5.674249605055293,9828.0,1.2545787545787546,Public
Nazareth University,56458.0,40880.0,22500.0,40880.0,-0.16932485322896282,18038.0,3.5136933141146467,Private_nonprofit
Neighborhood Playhouse School of the Theater,29382.0,18400.0,12000.0,18400.0,-0.05532608695652174,-9038.0,,Private_nonprofit
The New School,52901.0,56386.0,15498.0,56386.0,-0.336661582662363,14481.0,4.964021821697397,Private_nonprofit
Northeast College of Health Sciences,,,,,,,,Private_nonprofit
New York Law School,,,,,,,,Private_nonprofit
New York Medical College,,,,,,,,Private_nonprofit
New York School for Medical and Dental Assistants,38899.0,,6887.0,,,479.0,,Private_forprofit
New York Theological Seminary,,,,,,,,Private_nonprofit
New York University,82509.0,60438.0,18500.0,60438.0,0.059085343657963536,44089.0,1.7904239152623103,Private_nonprofit
Niagara County Community College,42285.0,6726.0,7070.0,6726.0,4.235652691049658,3865.0,3.569469598965071,Public
Niagara University,56196.0,38135.0,20312.0,38135.0,-0.05902714042218434,17776.0,3.2879725472547254,Private_nonprofit
Empire Beauty School-Peekskill,27916.0,,6222.0,,,-10504.0,,Private_forprofit
North Country Community College,38276.0,6562.0,9500.0,6562.0,3.385248399878086,-144.0,,Public
New York College of Podiatric Medicine,,,,,,,,Private_nonprofit
New York Institute of Technology,70080.0,44360.0,17000.0,44360.0,0.19657348963029755,31660.0,1.938092229943146,Private_nonprofit
New York School of Interior Design,48041.0,30330.0,12750.0,30330.0,0.16356742499175733,9621.0,4.477705020268163,Private_nonprofit
Ohr Hameir Theological Seminary,,10150.0,,10150.0,,,,Private_nonprofit
Onondaga Community College,41190.0,6042.0,5500.0,6042.0,4.90698444223767,2770.0,4.166787003610108,Public
Orange County Community College,44117.0,6382.0,6500.0,6382.0,4.894233782513319,5697.0,2.261190100052659,Public
Otsego Area BOCES-Practical Nursing Program,45248.0,,9500.0,,,6828.0,,Public
Pace University,70378.0,51424.0,17750.0,51424.0,0.023413192283758558,31958.0,2.1645284435822014,Private_nonprofit
Paul Smiths College of Arts and Science,46145.0,32049.0,17062.0,32049.0,-0.09254578926019533,7725.0,6.357411003236246,Private_nonprofit
Continental School of Beauty Culture-West Seneca,22193.0,,6333.0,,,-16227.0,,Private_forprofit
Plaza College,31519.0,15450.0,13348.0,15450.0,0.17611650485436894,-6901.0,,Private_forprofit
Davis College,38450.0,17500.0,17290.0,17500.0,0.20914285714285713,30.0,1159.6666666666667,Private_nonprofit
Pratt Institute-Main,54295.0,59683.0,20500.0,59683.0,-0.4337583566509726,15875.0,5.050897637795275,Private_nonprofit
Rabbinical Academy Mesivta Rabbi Chaim Berlin,,10800.0,,10800.0,,,,Private_nonprofit
Rabbinical College Bobover Yeshiva Bnei Zion,20707.0,10000.0,,10000.0,,-17713.0,,Private_nonprofit
Rabbinical College Beth Shraga,,16150.0,,16150.0,,,,Private_nonprofit
Rabbinical Seminary Mkor Chaim,,8450.0,,8450.0,,,,Private_nonprofit
Rabbinical College of Long Island,,10290.0,,10290.0,,,,Private_nonprofit
Rabbinical Seminary of America,,10000.0,,10000.0,,,,Private_nonprofit
Rensselaer Polytechnic Institute,102051.0,61884.0,21995.0,61884.0,0.29364617671772997,63631.0,1.3182096776728325,Private_nonprofit
Roberts Wesleyan University,55031.0,37504.0,19000.0,37504.0,-0.03927581058020478,16611.0,3.4016013485040033,Private_nonprofit
Rochester Institute of Technology,76571.0,57016.0,20872.0,57016.0,-0.023098779290023852,38151.0,2.041571649498047,Private_nonprofit
University of Rochester,79042.0,64348.0,19000.0,64348.0,-0.06691738670976564,40622.0,2.0517945940623306,Private_nonprofit
The Rockefeller University,,,,,,,,Private_nonprofit
Rockland Community College,50243.0,6398.0,5500.0,6398.0,5.993279149734292,11823.0,1.0063435676224308,Public
Empire Beauty School-Manhattan,24022.0,,6222.0,,,-14398.0,,Private_forprofit
Russell Sage College,58316.0,36756.0,18000.0,36756.0,0.09685493524866688,19896.0,2.7521109770808203,Private_nonprofit
St Bernard's School of Theology and Ministry,,,,,,,,Private_nonprofit
St Bonaventure University,57214.0,40150.0,19500.0,40150.0,-0.060672478206724785,18794.0,3.17388528253698,Private_nonprofit
